gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
XLOC_011220	-	Pre	Post	1.87	UP	6.37	0.691536	
XLOC_013344	-	Pre	Post	1.87	UP	2.38	0.67913	
XLOC_016435	-	Pre	Post	1.87	UP	4.60	0.641931	
XLOC_016974	-	Pre	Post	1.87	DOWN	4.66	0.629485	
XLOC_018520	-	Pre	Post	1.87	UP	4.90	0.430904	
XLOC_018893	CGI_10001667	Pre	Post	1.87	UP	1017.83	0.835121	
XLOC_019566	tRNA-Ser	Pre	Post	1.87	UP	5.79	0.61816	
XLOC_023639	-	Pre	Post	1.87	UP	93.36	0.247339	
XLOC_025267	CGI_10008964	Pre	Post	1.87	DOWN	53.09	0.716109	
XLOC_025951	CGI_10010400	Pre	Post	1.87	UP	77.13	0.258678	
XLOC_027097	CGI_10015293	Pre	Post	1.87	DOWN	25.62	0.251941	
XLOC_027846	-	Pre	Post	1.87	UP	2.50	0.725669	
XLOC_028467	-	Pre	Post	1.87	UP	85.58	0.594104	
XLOC_030183	-	Pre	Post	1.87	DOWN	3.73	0.542167	
XLOC_032980	-	Pre	Post	1.87	DOWN	27.18	0.255855	
XLOC_033323	-	Pre	Post	1.87	UP	6.85	0.629485	
XLOC_033407	-	Pre	Post	1.87	DOWN	7.46	0.691571	
XLOC_034106	CGI_10016739	Pre	Post	1.87	DOWN	2.49	0.541385	
CGI_10001003	.	Pre	Post	1.86	UP	5.19	0.647325	
CGI_10001584	.	Pre	Post	1.86	DOWN	7.43	0.363918	
CGI_10002318	.	Pre	Post	1.86	UP	8.66	0.894283	
CGI_10002342	.	Pre	Post	1.86	DOWN	35.52	0.738587	
CGI_10002545	.	Pre	Post	1.86	DOWN	60.87	0.285436	
CGI_10002662	.	Pre	Post	1.86	UP	25.21	0.35716	
CGI_10003454	.	Pre	Post	1.86	DOWN	22.42	0.313788	
CGI_10004058	.	Pre	Post	1.86	DOWN	98.07	0.251389	
CGI_10004098	.	Pre	Post	1.86	UP	7.85	0.423646	
CGI_10004109	.	Pre	Post	1.86	DOWN	34.97	0.287901	
CGI_10004871	.	Pre	Post	1.86	DOWN	2.95	0.569888	
CGI_10005036	.	Pre	Post	1.86	DOWN	8.45	0.412158	
CGI_10005668	.	Pre	Post	1.86	DOWN	91.16	0.743949	
CGI_10005987	.	Pre	Post	1.86	UP	8.46	0.462887	
CGI_10006199	.	Pre	Post	1.86	UP	93.00	0.171728	
CGI_10006580	.	Pre	Post	1.86	DOWN	29.96	0.207002	
CGI_10007674	.	Pre	Post	1.86	UP	3.12	0.552885	
CGI_10007679	.	Pre	Post	1.86	DOWN	13.48	0.150239	
CGI_10008312	.	Pre	Post	1.86	DOWN	9.08	0.348767	
CGI_10008853	.	Pre	Post	1.86	UP	8.57	0.688833	
CGI_10008950	.	Pre	Post	1.86	DOWN	55.13	0.480966	
CGI_10009281	.	Pre	Post	1.86	DOWN	15.33	0.364317	
CGI_10009613	.	Pre	Post	1.86	UP	3.77	0.723055	
CGI_10010012	.	Pre	Post	1.86	DOWN	11.72	0.482956	
CGI_10010285	.	Pre	Post	1.86	DOWN	11.85	0.51686	
CGI_10010488	.	Pre	Post	1.86	DOWN	25.67	0.443983	
CGI_10010674	.	Pre	Post	1.86	UP	2.98	0.449147	
CGI_10010877	.	Pre	Post	1.86	DOWN	8.79	0.501842	
CGI_10011419	.	Pre	Post	1.86	UP	11.04	0.282098	
CGI_10012107	.	Pre	Post	1.86	UP	239.14	0.342118	
CGI_10012666	.	Pre	Post	1.86	DOWN	13.66	0.253115	
CGI_10014001	.	Pre	Post	1.86	UP	14.50	0.635604	
CGI_10014096	.	Pre	Post	1.86	UP	5.09	0.661378	
CGI_10014653	.	Pre	Post	1.86	UP	7.62	0.844901	
CGI_10014682	.	Pre	Post	1.86	UP	250.39	0.219719	
CGI_10015579	.	Pre	Post	1.86	UP	11.57	0.73913	
CGI_10015683	.	Pre	Post	1.86	DOWN	66.18	0.167912	
CGI_10016504	.	Pre	Post	1.86	DOWN	6.26	0.483261	
CGI_10017056	.	Pre	Post	1.86	UP	77.21	0.394244	
CGI_10017207	.	Pre	Post	1.86	DOWN	69.09	0.135955	
CGI_10017539	.	Pre	Post	1.86	UP	2.45	0.531317	
CGI_10017838	.	Pre	Post	1.86	UP	11.01	0.449375	
CGI_10018453	.	Pre	Post	1.86	DOWN	14.42	0.396509	
CGI_10019647	.	Pre	Post	1.86	UP	4.13	0.54353	
CGI_10019732	.	Pre	Post	1.86	DOWN	11.96	0.347152	
CGI_10020250	.	Pre	Post	1.86	DOWN	136.21	0.674898	
CGI_10021410	.	Pre	Post	1.86	DOWN	33.42	0.157575	
CGI_10021496	.	Pre	Post	1.86	UP	12.49	0.650812	
CGI_10021982	.	Pre	Post	1.86	UP	1.46	0.479072	
CGI_10022247	.	Pre	Post	1.86	DOWN	5.39	0.90875	
CGI_10022579	.	Pre	Post	1.86	DOWN	27.80	0.207243	
CGI_10022756	.	Pre	Post	1.86	DOWN	19.80	0.385983	
CGI_10023057	.	Pre	Post	1.86	DOWN	19.50	0.845848	
CGI_10023302	.	Pre	Post	1.86	DOWN	8.14	0.487575	
CGI_10023586	.	Pre	Post	1.86	UP	64.99	0.559101	
CGI_10023876	.	Pre	Post	1.86	UP	3.62	0.355052	
CGI_10023981	.	Pre	Post	1.86	DOWN	6.59	0.393206	
CGI_10025243	.	Pre	Post	1.86	DOWN	8.02	0.429494	
CGI_10025368	.	Pre	Post	1.86	UP	4.64	0.443983	
CGI_10025481	.	Pre	Post	1.86	DOWN	17.40	0.399787	
CGI_10026654	.	Pre	Post	1.86	UP	44.33	0.335137	
CGI_10026685	.	Pre	Post	1.86	UP	2.22	0.541244	
CGI_10026931	.	Pre	Post	1.86	DOWN	2.14	0.647051	
CGI_10027124	.	Pre	Post	1.86	UP	252.79	0.166984	
CGI_10027459	.	Pre	Post	1.86	UP	3.45	0.587688	
CGI_10027481	.	Pre	Post	1.86	UP	9.52	0.461576	
CGI_10027931	.	Pre	Post	1.86	DOWN	14.32	0.41265	
CGI_10028754	.	Pre	Post	1.86	DOWN	91.48	0.136354	
CGI_10028830	.	Pre	Post	1.86	UP	3.17	0.389634	
XLOC_000003	-	Pre	Post	1.86	UP	68.20	0.693372	
XLOC_000062	-	Pre	Post	1.86	DOWN	8.19	0.678356	
XLOC_000622	-	Pre	Post	1.86	UP	2.18	0.72917	
XLOC_001437	-	Pre	Post	1.86	UP	160.97	0.718095	
XLOC_001817	CGI_10028743	Pre	Post	1.86	UP	37.93	0.218563	
XLOC_002277	-	Pre	Post	1.86	UP	263.15	0.75647	
XLOC_003906	-	Pre	Post	1.86	DOWN	713.40	0.879725	
XLOC_003975	tRNA-Pseudo	Pre	Post	1.86	DOWN	4.11	0.747034	
XLOC_007655	-	Pre	Post	1.86	DOWN	2.69	0.912796	
XLOC_007666	-	Pre	Post	1.86	UP	6.35	0.59426	
XLOC_008202	-	Pre	Post	1.86	DOWN	14.45	0.715736	
XLOC_008411	-	Pre	Post	1.86	DOWN	2.22	0.541362	
XLOC_009673	CGI_10005197	Pre	Post	1.86	UP	3.51	0.45134	
XLOC_011378	CGI_10022949	Pre	Post	1.86	DOWN	6.46	0.805777	
XLOC_011655	-	Pre	Post	1.86	UP	5.06	0.484384	
XLOC_012150	CGI_10008975	Pre	Post	1.86	DOWN	12.72	0.219222	
XLOC_012448	-	Pre	Post	1.86	UP	19.92	0.534417	
XLOC_015065	-	Pre	Post	1.86	UP	3.63	0.918795	
XLOC_015307	-	Pre	Post	1.86	DOWN	26.18	0.176356	
XLOC_016191	-	Pre	Post	1.86	UP	13.40	0.555329	
XLOC_017177	-	Pre	Post	1.86	DOWN	80.76	0.218959	
XLOC_017727	-	Pre	Post	1.86	DOWN	2.79	0.857329	
XLOC_018113	-	Pre	Post	1.86	UP	19.54	0.785143	
XLOC_020310	CGI_10002799	Pre	Post	1.86	UP	31.19	0.849574	
XLOC_020461	-	Pre	Post	1.86	DOWN	3.63	0.695575	
XLOC_022688	CGI_10005056	Pre	Post	1.86	UP	3.73	0.665109	
XLOC_023072	-	Pre	Post	1.86	DOWN	80.54	0.254262	
XLOC_023231	-	Pre	Post	1.86	DOWN	8.92	0.665754	
XLOC_025596	-	Pre	Post	1.86	UP	19.87	0.756715	
XLOC_028174	-	Pre	Post	1.86	UP	27.72	0.881328	
XLOC_028397	CGI_10022466	Pre	Post	1.86	UP	19.07	0.437779	
XLOC_028463	CGI_10012929	Pre	Post	1.86	UP	12.43	0.359204	
XLOC_028563	-	Pre	Post	1.86	DOWN	9.40	0.677267	
XLOC_028945	tRNA-Pseudo	Pre	Post	1.86	UP	11.09	0.626202	
XLOC_031193	-	Pre	Post	1.86	UP	2.86	0.624562	
XLOC_031211	CGI_10018333	Pre	Post	1.86	DOWN	2.54	0.713762	
XLOC_031899	-	Pre	Post	1.86	UP	72.65	0.168936	
XLOC_032133	-	Pre	Post	1.86	DOWN	6.89	0.594156	
XLOC_033617	CGI_10013175	Pre	Post	1.86	UP	979.17	0.229675	
XLOC_034251	-	Pre	Post	1.86	UP	17.76	0.70658	
XLOC_035834	-	Pre	Post	1.86	UP	17.86	0.543052	
CGI_10000573	.	Pre	Post	1.85	UP	13221.57	0.210478	
CGI_10002341	.	Pre	Post	1.85	DOWN	70.48	0.201022	
CGI_10003076	.	Pre	Post	1.85	DOWN	2.41	0.554067	
CGI_10003420	.	Pre	Post	1.85	DOWN	100.06	0.156423	
CGI_10004046	.	Pre	Post	1.85	DOWN	6.63	0.360285	
CGI_10004755	.	Pre	Post	1.85	DOWN	35.12	0.368377	
CGI_10006249	.	Pre	Post	1.85	DOWN	3.01	0.454457	
CGI_10006299	.	Pre	Post	1.85	DOWN	128.47	0.251099	
CGI_10006603	.	Pre	Post	1.85	DOWN	12.45	0.36822	
CGI_10007005	.	Pre	Post	1.85	UP	51.03	0.183432	
CGI_10007233	.	Pre	Post	1.85	DOWN	1.95	0.783495	
CGI_10008167	.	Pre	Post	1.85	UP	105.40	0.240134	
CGI_10008553	.	Pre	Post	1.85	UP	94.13	0.251845	
CGI_10008697	.	Pre	Post	1.85	DOWN	29.75	0.144595	
CGI_10009261	.	Pre	Post	1.85	UP	66.42	0.191287	
CGI_10009795	.	Pre	Post	1.85	UP	20.83	0.582027	
CGI_10010265	.	Pre	Post	1.85	DOWN	12.96	0.446942	
CGI_10010402	.	Pre	Post	1.85	UP	22.15	0.491531	
CGI_10010435	.	Pre	Post	1.85	DOWN	196.93	0.134566	
CGI_10010836	.	Pre	Post	1.85	UP	2.97	0.586313	
CGI_10011579	.	Pre	Post	1.85	UP	314.74	0.292824	
CGI_10011889	.	Pre	Post	1.85	DOWN	23.73	0.507915	
CGI_10012054	.	Pre	Post	1.85	DOWN	15.02	0.400063	
CGI_10012291	.	Pre	Post	1.85	UP	143.48	0.163229	
CGI_10012818	.	Pre	Post	1.85	DOWN	6.96	0.377484	
CGI_10013999	.	Pre	Post	1.85	UP	10.11	0.246006	
CGI_10014000	.	Pre	Post	1.85	UP	17.87	0.43325	
CGI_10014049	.	Pre	Post	1.85	DOWN	16.84	0.163346	
CGI_10014417	.	Pre	Post	1.85	DOWN	34.98	0.233826	
CGI_10015345	.	Pre	Post	1.85	DOWN	18.37	0.333699	
CGI_10015543	.	Pre	Post	1.85	DOWN	21.81	0.341522	
CGI_10015711	.	Pre	Post	1.85	UP	99.55	0.544376	
CGI_10016384	.	Pre	Post	1.85	DOWN	2.72	0.577665	
CGI_10017166	.	Pre	Post	1.85	UP	2.98	0.499989	
CGI_10018133	.	Pre	Post	1.85	UP	6.98	0.287835	
CGI_10018350	.	Pre	Post	1.85	UP	3.43	0.878063	
CGI_10018431	.	Pre	Post	1.85	UP	40.47	0.415778	
CGI_10018471	.	Pre	Post	1.85	UP	2.12	0.524956	
CGI_10018571	.	Pre	Post	1.85	DOWN	10.07	0.318277	
CGI_10019041	.	Pre	Post	1.85	DOWN	224.57	0.607892	
CGI_10019681	.	Pre	Post	1.85	UP	28.17	0.344641	
CGI_10019804	.	Pre	Post	1.85	UP	23.96	0.399181	
CGI_10020077	.	Pre	Post	1.85	DOWN	84.54	0.275144	
CGI_10020325	.	Pre	Post	1.85	DOWN	67.90	0.14042	
CGI_10020403	.	Pre	Post	1.85	DOWN	92.53	0.240134	
CGI_10020809	.	Pre	Post	1.85	UP	59.50	0.325274	
CGI_10020939	.	Pre	Post	1.85	DOWN	1.73	0.634242	
CGI_10021497	.	Pre	Post	1.85	UP	24.22	0.435514	
CGI_10021829	.	Pre	Post	1.85	UP	40.12	0.291316	
CGI_10022220	.	Pre	Post	1.85	UP	4.86	0.483135	
CGI_10022840	.	Pre	Post	1.85	DOWN	11.68	0.364732	
CGI_10023024	.	Pre	Post	1.85	DOWN	39.30	0.154024	
CGI_10024168	.	Pre	Post	1.85	UP	10.87	0.452747	
CGI_10025015	.	Pre	Post	1.85	DOWN	24.10	0.184613	
CGI_10027367	.	Pre	Post	1.85	DOWN	27.82	0.23096	
CGI_10028056	.	Pre	Post	1.85	UP	60.46	0.203222	
CGI_10028430	.	Pre	Post	1.85	DOWN	548.80	0.213406	
CGI_10028570	.	Pre	Post	1.85	UP	12.68	0.429494	
XLOC_000073	-	Pre	Post	1.85	UP	44.40	0.650656	
XLOC_000704	-	Pre	Post	1.85	UP	61.81	0.839297	
XLOC_002741	-	Pre	Post	1.85	DOWN	6.82	0.651838	
XLOC_005462	-	Pre	Post	1.85	UP	9.70	0.580002	
XLOC_005942	-	Pre	Post	1.85	UP	95.66	0.872306	
XLOC_008262	-	Pre	Post	1.85	UP	2.30	0.676367	
XLOC_008559	-	Pre	Post	1.85	DOWN	1.66	0.593854	
XLOC_012958	CGI_10019572	Pre	Post	1.85	UP	3.69	0.677267	
XLOC_013010	-	Pre	Post	1.85	DOWN	77.94	0.776188	
XLOC_013216	CGI_10010266	Pre	Post	1.85	UP	13.98	0.82974	
XLOC_013919	CGI_10012606	Pre	Post	1.85	UP	11.83	0.717459	
XLOC_013967	CGI_10021909	Pre	Post	1.85	UP	5.83	0.723055	
XLOC_015163	-	Pre	Post	1.85	UP	6.88	0.430885	
XLOC_016220	-	Pre	Post	1.85	UP	2.00	0.734454	
XLOC_017155	-	Pre	Post	1.85	UP	84.44	0.224611	
XLOC_018259	-	Pre	Post	1.85	DOWN	9.20	0.849919	
XLOC_018868	-	Pre	Post	1.85	DOWN	12.21	0.687802	
XLOC_018891	CGI_10001664	Pre	Post	1.85	UP	3.93	0.670181	
XLOC_018995	-	Pre	Post	1.85	UP	2.95	0.68496	
XLOC_019527	-	Pre	Post	1.85	UP	27.97	0.711035	
XLOC_021273	CGI_10003531	Pre	Post	1.85	UP	28.82	0.417176	
XLOC_021686	-	Pre	Post	1.85	UP	1762.05	0.267657	
XLOC_022519	-	Pre	Post	1.85	UP	33.94	0.362131	
XLOC_023486	CGI_10018915	Pre	Post	1.85	UP	8.01	0.410181	
XLOC_024569	CGI_10007541	Pre	Post	1.85	UP	2.94	0.87609	
XLOC_024610	-	Pre	Post	1.85	UP	5.52	0.676625	
XLOC_024664	-	Pre	Post	1.85	DOWN	8.36	0.618293	
XLOC_028210	-	Pre	Post	1.85	UP	60.81	0.175311	
XLOC_028985	CGI_10020329	Pre	Post	1.85	UP	10.39	0.599524	
XLOC_029053	-	Pre	Post	1.85	UP	6.11	0.511063	
XLOC_029484	-	Pre	Post	1.85	UP	46.23	0.711626	
XLOC_030574	-	Pre	Post	1.85	DOWN	6.41	0.639612	
XLOC_031454	-	Pre	Post	1.85	UP	22.46	0.574778	
XLOC_031875	CGI_10010357	Pre	Post	1.85	UP	8.52	0.629485	
XLOC_031887	-	Pre	Post	1.85	DOWN	9.66	0.673403	
XLOC_032252	CGI_10016472	Pre	Post	1.85	DOWN	46.64	0.39257	
XLOC_032283	CGI_10017741	Pre	Post	1.85	UP	12.39	0.62562	
XLOC_033756	-	Pre	Post	1.85	UP	11.62	0.449147	
CGI_10000187	.	Pre	Post	1.84	UP	1.93	0.622124	
CGI_10000456	.	Pre	Post	1.84	UP	18.48	0.441792	
CGI_10001542	.	Pre	Post	1.84	DOWN	3.63	0.567651	
CGI_10001558	.	Pre	Post	1.84	UP	7.11	0.548873	
CGI_10002028	.	Pre	Post	1.84	UP	11.62	0.396509	
CGI_10002687	.	Pre	Post	1.84	DOWN	11.20	0.242423	
CGI_10004250	.	Pre	Post	1.84	UP	2.15	0.698304	
CGI_10004840	.	Pre	Post	1.84	UP	12.18	0.411656	
CGI_10004991	.	Pre	Post	1.84	UP	26.84	0.490957	
CGI_10006738	.	Pre	Post	1.84	DOWN	31.59	0.24221	
CGI_10006750	.	Pre	Post	1.84	DOWN	5.72	0.436517	
CGI_10008631	.	Pre	Post	1.84	UP	15.91	0.337572	
CGI_10009225	.	Pre	Post	1.84	DOWN	11.90	0.467752	
CGI_10009377	.	Pre	Post	1.84	DOWN	2.20	0.438592	
CGI_10010451	.	Pre	Post	1.84	UP	4.26	0.556949	
CGI_10012050	.	Pre	Post	1.84	DOWN	11.20	0.467971	
CGI_10013262	.	Pre	Post	1.84	UP	3.94	0.48238	
CGI_10013770	.	Pre	Post	1.84	UP	2.05	0.541385	
CGI_10014244	.	Pre	Post	1.84	DOWN	309.22	0.153516	
CGI_10015353	.	Pre	Post	1.84	UP	6.62	0.423315	
CGI_10015466	.	Pre	Post	1.84	DOWN	15.83	0.341811	
CGI_10015578	.	Pre	Post	1.84	DOWN	37.58	0.179951	
CGI_10016135	.	Pre	Post	1.84	UP	57.53	0.258873	
CGI_10016522	.	Pre	Post	1.84	UP	6.05	0.359613	
CGI_10016620	.	Pre	Post	1.84	UP	3.47	0.520447	
CGI_10017024	.	Pre	Post	1.84	DOWN	21.69	0.40018	
CGI_10017668	.	Pre	Post	1.84	UP	128.18	0.152171	
CGI_10017747	.	Pre	Post	1.84	UP	2.58	0.459811	
CGI_10018549	.	Pre	Post	1.84	UP	3.79	0.397952	
CGI_10018607	.	Pre	Post	1.84	UP	1.74	0.738747	
CGI_10018653	.	Pre	Post	1.84	DOWN	57.70	0.303149	
CGI_10019637	.	Pre	Post	1.84	DOWN	2.76	0.65373	
CGI_10020020	.	Pre	Post	1.84	UP	2.36	0.638165	
CGI_10020864	.	Pre	Post	1.84	DOWN	4.88	0.288796	
CGI_10021224	.	Pre	Post	1.84	UP	5.91	0.607939	
CGI_10021685	.	Pre	Post	1.84	DOWN	1350.89	0.583598	
CGI_10022038	.	Pre	Post	1.84	UP	22.91	0.631338	
CGI_10022982	.	Pre	Post	1.84	DOWN	19.44	0.293959	
CGI_10023581	.	Pre	Post	1.84	UP	16.42	0.528343	
CGI_10023679	.	Pre	Post	1.84	UP	24.49	0.581617	
CGI_10023929	.	Pre	Post	1.84	DOWN	14.76	0.338968	
CGI_10024010	.	Pre	Post	1.84	DOWN	9.51	0.294989	
CGI_10024155	.	Pre	Post	1.84	UP	9.84	0.414564	
CGI_10024733	.	Pre	Post	1.84	DOWN	6.07	0.295677	
CGI_10024981	.	Pre	Post	1.84	UP	32.38	0.505641	
CGI_10025423	.	Pre	Post	1.84	UP	104.74	0.530695	
CGI_10026002	.	Pre	Post	1.84	DOWN	25.31	0.194084	
CGI_10026892	.	Pre	Post	1.84	UP	47.86	0.196531	
CGI_10027104	.	Pre	Post	1.84	DOWN	160.41	0.24051	
CGI_10027770	.	Pre	Post	1.84	UP	6.16	0.56876	
XLOC_000104	-	Pre	Post	1.84	UP	31.14	0.42922	
XLOC_000751	-	Pre	Post	1.84	UP	13.80	0.52381	
XLOC_002535	-	Pre	Post	1.84	DOWN	2.31	0.709532	
XLOC_002715	-	Pre	Post	1.84	DOWN	88.27	0.388036	
XLOC_003951	CGI_10008529	Pre	Post	1.84	UP	1.84	0.58722	
XLOC_004283	-	Pre	Post	1.84	DOWN	77.53	0.172758	
XLOC_007150	-	Pre	Post	1.84	UP	9.57	0.77776	
XLOC_008370	-	Pre	Post	1.84	UP	63.96	0.751257	
XLOC_011402	-	Pre	Post	1.84	UP	12.26	0.846707	
XLOC_012851	-	Pre	Post	1.84	DOWN	4.71	0.690624	
XLOC_013548	CGI_10026308	Pre	Post	1.84	DOWN	14.27	0.207962	
XLOC_015788	-	Pre	Post	1.84	UP	7.48	0.716472	
XLOC_016263	CGI_10020070	Pre	Post	1.84	DOWN	2.63	0.711087	
XLOC_016514	-	Pre	Post	1.84	UP	9.55	0.639212	
XLOC_016595	-	Pre	Post	1.84	DOWN	19.07	0.83448	
XLOC_019355	CGI_10018697	Pre	Post	1.84	UP	3.74	0.771856	
XLOC_019753	-	Pre	Post	1.84	UP	8.35	0.35351	
XLOC_020489	-	Pre	Post	1.84	DOWN	5.30	0.83448	
XLOC_020931	-	Pre	Post	1.84	DOWN	3.07	0.904461	
XLOC_022485	-	Pre	Post	1.84	DOWN	1.90	0.853061	
XLOC_025351	CGI_10009206	Pre	Post	1.84	UP	7.30	0.66137	
XLOC_029602	-	Pre	Post	1.84	UP	63.84	0.348231	
XLOC_030202	-	Pre	Post	1.84	UP	57.03	0.496621	
XLOC_030942	-	Pre	Post	1.84	UP	795.99	0.149955	
XLOC_031147	CGI_10019994	Pre	Post	1.84	DOWN	55.89	0.291585	
XLOC_031919	-	Pre	Post	1.84	DOWN	4.16	0.469805	
XLOC_032770	-	Pre	Post	1.84	UP	19.21	0.338332	
XLOC_034238	-	Pre	Post	1.84	UP	6.82	0.441792	
XLOC_034833	tRNA-Thr	Pre	Post	1.84	DOWN	1.92	0.675389	
CGI_10000354	.	Pre	Post	1.83	DOWN	26.59	0.66609	
CGI_10000466	.	Pre	Post	1.83	DOWN	60.33	0.251292	
CGI_10000649	.	Pre	Post	1.83	DOWN	10.21	0.310971	
CGI_10000941	.	Pre	Post	1.83	DOWN	17.08	0.323893	
CGI_10001116	.	Pre	Post	1.83	UP	7.66	0.484435	
CGI_10002118	.	Pre	Post	1.83	UP	7.08	0.746626	
CGI_10002758	.	Pre	Post	1.83	UP	1.67	0.644787	
CGI_10003509	.	Pre	Post	1.83	DOWN	5.92	0.761734	
CGI_10004717	.	Pre	Post	1.83	DOWN	61.28	0.265296	
CGI_10004823	.	Pre	Post	1.83	DOWN	15.01	0.518969	
CGI_10005215	.	Pre	Post	1.83	UP	5.44	0.37105	
CGI_10005257	.	Pre	Post	1.83	DOWN	6.08	0.426504	
CGI_10005649	.	Pre	Post	1.83	DOWN	1.54	0.78739	
CGI_10005847	.	Pre	Post	1.83	DOWN	48.27	0.15854	
CGI_10007132	.	Pre	Post	1.83	UP	11.48	0.367246	
CGI_10007425	.	Pre	Post	1.83	DOWN	5.52	0.6761	
CGI_10008538	.	Pre	Post	1.83	DOWN	6.40	0.420676	
CGI_10009680	.	Pre	Post	1.83	UP	77.52	0.157972	
CGI_10009685	.	Pre	Post	1.83	DOWN	9.12	0.533093	
CGI_10009874	.	Pre	Post	1.83	UP	23.24	0.304598	
CGI_10010056	.	Pre	Post	1.83	DOWN	10.35	0.410131	
CGI_10010498	.	Pre	Post	1.83	UP	36.81	0.562663	
CGI_10010628	.	Pre	Post	1.83	UP	21.69	0.325894	
CGI_10010868	.	Pre	Post	1.83	DOWN	7.03	0.665693	
CGI_10011156	.	Pre	Post	1.83	DOWN	99.91	0.353798	
CGI_10011589	.	Pre	Post	1.83	DOWN	44.42	0.34309	
CGI_10011810	.	Pre	Post	1.83	DOWN	28.20	0.157972	
CGI_10012418	.	Pre	Post	1.83	UP	20.96	0.428856	
CGI_10012522	.	Pre	Post	1.83	UP	25.20	0.251941	
CGI_10013514	.	Pre	Post	1.83	DOWN	5.71	0.634938	
CGI_10014085	.	Pre	Post	1.83	UP	13.40	0.496325	
CGI_10014240	.	Pre	Post	1.83	DOWN	4.07	0.59865	
CGI_10014241	.	Pre	Post	1.83	DOWN	5.50	0.810011	
CGI_10014485	.	Pre	Post	1.83	DOWN	3.72	0.634036	
CGI_10015211	.	Pre	Post	1.83	DOWN	4.74	0.457913	
CGI_10015791	.	Pre	Post	1.83	UP	5.07	0.614147	
CGI_10016380	.	Pre	Post	1.83	UP	3.35	0.60808	
CGI_10016399	.	Pre	Post	1.83	DOWN	8.80	0.636505	
CGI_10017019	.	Pre	Post	1.83	UP	23.18	0.298448	
CGI_10017214	.	Pre	Post	1.83	DOWN	2.11	0.584782	
CGI_10017455	.	Pre	Post	1.83	UP	21.52	0.255776	
CGI_10017712	.	Pre	Post	1.83	DOWN	10.98	0.583813	
CGI_10018754	.	Pre	Post	1.83	UP	10.82	0.330712	
CGI_10019258	.	Pre	Post	1.83	DOWN	4.08	0.492081	
CGI_10019624	.	Pre	Post	1.83	UP	11.16	0.546952	
CGI_10019857	.	Pre	Post	1.83	UP	446.51	0.222742	
CGI_10020118	.	Pre	Post	1.83	DOWN	3.22	0.805777	
CGI_10020814	.	Pre	Post	1.83	DOWN	479.42	0.15231	
CGI_10020966	.	Pre	Post	1.83	UP	10.67	0.485727	
CGI_10021134	.	Pre	Post	1.83	DOWN	3.44	0.777813	
CGI_10021157	.	Pre	Post	1.83	DOWN	9.20	0.450094	
CGI_10021283	.	Pre	Post	1.83	UP	8.79	0.534761	
CGI_10021822	.	Pre	Post	1.83	UP	278.79	0.144346	
CGI_10022473	.	Pre	Post	1.83	DOWN	17.13	0.653202	
CGI_10023343	.	Pre	Post	1.83	UP	12.77	0.419945	
CGI_10023416	.	Pre	Post	1.83	UP	8.92	0.627314	
CGI_10023793	.	Pre	Post	1.83	DOWN	22.95	0.171482	
CGI_10024234	.	Pre	Post	1.83	DOWN	2.34	0.537863	
CGI_10024309	.	Pre	Post	1.83	UP	12.61	0.320525	
CGI_10024662	.	Pre	Post	1.83	UP	37.08	0.443578	
CGI_10026282	.	Pre	Post	1.83	UP	17.55	0.426017	
CGI_10027030	.	Pre	Post	1.83	UP	10.67	0.364732	
CGI_10027453	.	Pre	Post	1.83	DOWN	10.78	0.327103	
CGI_10027657	.	Pre	Post	1.83	UP	16.03	0.300151	
CGI_10027835	.	Pre	Post	1.83	DOWN	54.74	0.313592	
CGI_10027985	.	Pre	Post	1.83	UP	2.44	0.7307	
CGI_10028471	.	Pre	Post	1.83	UP	108.49	0.488308	
CGI_10028782	.	Pre	Post	1.83	UP	49.59	0.247138	
XLOC_000612	-	Pre	Post	1.83	DOWN	52.75	0.578132	
XLOC_001298	tRNA-Ser	Pre	Post	1.83	UP	29.10	0.428527	
XLOC_003057	-	Pre	Post	1.83	DOWN	16.90	0.268836	
XLOC_003922	-	Pre	Post	1.83	UP	134.24	0.318375	
XLOC_004754	-	Pre	Post	1.83	UP	56.77	0.39701	
XLOC_005455	CGI_10011077	Pre	Post	1.83	DOWN	9.07	0.381969	
XLOC_005673	-	Pre	Post	1.83	UP	5.19	0.708172	
XLOC_006003	-	Pre	Post	1.83	UP	4.59	0.587951	
XLOC_007708	-	Pre	Post	1.83	UP	7.51	0.42598	
XLOC_007962	CGI_10003669	Pre	Post	1.83	DOWN	1.77	0.541921	
XLOC_010572	-	Pre	Post	1.83	UP	20.91	0.610739	
XLOC_011347	CGI_10008389	Pre	Post	1.83	UP	2.92	0.665109	
XLOC_011932	CGI_10015632	Pre	Post	1.83	UP	3.35	0.542576	
XLOC_012121	CGI_10020983	Pre	Post	1.83	DOWN	12.52	0.427614	
XLOC_014779	CGI_10017334	Pre	Post	1.83	UP	12.40	0.656225	
XLOC_014802	CGI_10017329	Pre	Post	1.83	UP	37.89	0.423406	
XLOC_015848	-	Pre	Post	1.83	UP	8.68	0.424364	
XLOC_016460	-	Pre	Post	1.83	UP	21.37	0.660378	
XLOC_019265	-	Pre	Post	1.83	UP	18.48	0.455498	
XLOC_024234	-	Pre	Post	1.83	DOWN	182.62	0.806069	
