gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
CGI_10016017	.	Pre	Post	6.37	DOWN	281.89	0.00215	
CGI_10019932	.	Pre	Post	6.37	UP	13.85	0.00215	
CGI_10027591	FER	Pre	Post	6.36	UP	43013.84	0.0255944	
XLOC_033214	-	Pre	Post	6.36	UP	61.84	0.0255944	
XLOC_016711	-	Pre	Post	6.33	UP	14.11	0.00889927	
CGI_10026713	.	Pre	Post	6.32	DOWN	12.11	0.0149661	
CGI_10009119	.	Pre	Post	6.31	DOWN	13.98	0.0174366	
CGI_10006236	.	Pre	Post	6.30	UP	622.92	0.00215	
XLOC_005617	-	Pre	Post	6.30	UP	629.59	0.00215	
CGI_10007437	.	Pre	Post	6.29	DOWN	31.95	0.0228219	
CGI_10018988	.	Pre	Post	6.26	DOWN	581.62	0.00215	
CGI_10020778	.	Pre	Post	6.26	DOWN	23.95	0.00215	
CGI_10022448	.	Pre	Post	6.26	DOWN	88.28	0.00215	
XLOC_017156	-	Pre	Post	6.26	UP	8.86	0.0409378	
CGI_10011509	.	Pre	Post	6.23	DOWN	17.31	0.00215	
XLOC_008888	CGI_10007800	Pre	Post	6.23	DOWN	12.41	0.00215	
CGI_10009284	.	Pre	Post	6.22	UP	6.23	0.0174366	
XLOC_005259	-	Pre	Post	6.22	UP	27.83	0.0382406	
CGI_10003786	.	Pre	Post	6.21	DOWN	155.88	0.00215	
CGI_10016346	.	Pre	Post	6.21	DOWN	158.13	0.00215	
CGI_10011057	.	Pre	Post	6.18	DOWN	5.43	0.0110432	
CGI_10014581	.	Pre	Post	6.18	UP	18.40	0.039393	
CGI_10022933	.	Pre	Post	6.18	DOWN	80.00	0.00215	
CGI_10001553	.	Pre	Post	6.17	DOWN	105.58	0.00215	
CGI_10006683	.	Pre	Post	6.16	UP	49.29	0.0158076	
CGI_10016563	.	Pre	Post	6.15	DOWN	63.46	0.00215	
CGI_10021915	.	Pre	Post	6.15	DOWN	19.90	0.0377813	
XLOC_005418	CGI_10016985	Pre	Post	6.13	DOWN	16.41	0.0255944	
CGI_10008035	.	Pre	Post	6.11	DOWN	25.46	0.0122017	
CGI_10022945	.	Pre	Post	6.11	UP	66.29	0.00215	
XLOC_020219	-	Pre	Post	6.10	DOWN	65.18	0.0110432	
CGI_10007955	.	Pre	Post	6.07	UP	215.63	0.00215	
CGI_10022129	.	Pre	Post	6.07	UP	7.25	0.0442282	
XLOC_001901	-	Pre	Post	6.07	UP	347.06	0.00215	
CGI_10019173	.	Pre	Post	6.06	UP	12.20	0.00215	
XLOC_027304	-	Pre	Post	6.06	DOWN	216.81	0.00215	
XLOC_027306	-	Pre	Post	6.06	DOWN	7890.30	0.00215	
CGI_10023430	.	Pre	Post	6.02	DOWN	74.61	0.00215	
CGI_10001043	.	Pre	Post	6.00	DOWN	57.26	0.00382598	
CGI_10011883	.	Pre	Post	5.99	UP	11.91	0.0167552	
CGI_10024360	.	Pre	Post	5.99	DOWN	15.96	0.0174366	
CGI_10022779	.	Pre	Post	5.97	UP	16.69	0.0110432	
XLOC_029126	-	Pre	Post	5.97	UP	133.30	0.00215	
XLOC_023754	-	Pre	Post	5.96	UP	4.81	0.0255944	
CGI_10009767	.	Pre	Post	5.95	DOWN	176.80	0.00215	
CGI_10011620	.	Pre	Post	5.95	DOWN	2.92	0.0206627	
CGI_10008399	.	Pre	Post	5.94	DOWN	243.30	0.0149661	
CGI_10004811	.	Pre	Post	5.93	DOWN	182.50	0.00215	
CGI_10017835	.	Pre	Post	5.91	DOWN	81.85	0.00215	
CGI_10008158	.	Pre	Post	5.90	DOWN	118.12	0.00215	
CGI_10009243	.	Pre	Post	5.90	DOWN	37.56	0.00215	
CGI_10011244	.	Pre	Post	5.89	DOWN	466.67	0.00215	
XLOC_013439	-	Pre	Post	5.88	UP	14.48	0.0442282	
CGI_10005518	.	Pre	Post	5.87	DOWN	14.02	0.0174366	
CGI_10010251	.	Pre	Post	5.87	DOWN	29.86	0.00215	
CGI_10026926	.	Pre	Post	5.86	DOWN	11.56	0.0479119	
CGI_10002984	.	Pre	Post	5.85	DOWN	9.41	0.0279467	
CGI_10009089	.	Pre	Post	5.85	DOWN	46.20	0.00215	
CGI_10012353	.	Pre	Post	5.85	DOWN	113.15	0.00215	
CGI_10003449	.	Pre	Post	5.84	DOWN	121.20	0.00215	
CGI_10004801	.	Pre	Post	5.84	DOWN	108.73	0.00215	
CGI_10007002	.	Pre	Post	5.84	DOWN	1046.77	0.00215	
XLOC_002170	CGI_10028423	Pre	Post	5.83	DOWN	43.66	0.0110432	
CGI_10025226	.	Pre	Post	5.81	DOWN	423.47	0.00889927	
XLOC_016893	-	Pre	Post	5.81	UP	14.33	0.0367095	
XLOC_012408	-	Pre	Post	5.80	UP	19.73	0.00382598	
CGI_10002703	.	Pre	Post	5.79	DOWN	33.15	0.0324518	
CGI_10005155	.	Pre	Post	5.79	DOWN	14.78	0.0228219	
CGI_10013828	.	Pre	Post	5.79	DOWN	39.18	0.00215	
XLOC_001660	CGI_10026405	Pre	Post	5.78	UP	7.44	0.0228219	
XLOC_029425	-	Pre	Post	5.78	DOWN	5.60	0.00382598	
CGI_10001849	.	Pre	Post	5.77	DOWN	50.38	0.00215	
CGI_10000321	.	Pre	Post	5.76	DOWN	321.68	0.00215	
CGI_10006768	.	Pre	Post	5.76	DOWN	18.48	0.00215	
CGI_10016438	.	Pre	Post	5.76	DOWN	74.15	0.00215	
CGI_10026191	.	Pre	Post	5.76	DOWN	75.99	0.00215	
CGI_10027699	.	Pre	Post	5.76	DOWN	76.63	0.00215	
CGI_10028121	.	Pre	Post	5.76	DOWN	16.38	0.0174366	
CGI_10012977	.	Pre	Post	5.75	DOWN	75.86	0.00215	
XLOC_000896	-	Pre	Post	5.75	DOWN	63.39	0.00215	
XLOC_033773	-	Pre	Post	5.75	UP	13.17	0.0242748	
CGI_10011785	.	Pre	Post	5.74	DOWN	299.78	0.0131324	
XLOC_015462	-	Pre	Post	5.74	DOWN	296.49	0.0235973	
CGI_10021151	.	Pre	Post	5.73	DOWN	100.66	0.00215	
CGI_10025261	.	Pre	Post	5.73	DOWN	4.64	0.0235973	
CGI_10018650	.	Pre	Post	5.72	DOWN	4.87	0.0100156	
XLOC_015654	-	Pre	Post	5.72	UP	24.25	0.0158076	
XLOC_006550	-	Pre	Post	5.71	DOWN	1847.08	0.00215	
CGI_10011913	.	Pre	Post	5.70	DOWN	259.07	0.00215	
CGI_10002509	.	Pre	Post	5.69	DOWN	147.03	0.00215	
XLOC_015262	-	Pre	Post	5.69	DOWN	12.26	0.0279467	
CGI_10020229	.	Pre	Post	5.68	UP	31.46	0.00215	
CGI_10026244	.	Pre	Post	5.68	DOWN	22.94	0.00382598	
XLOC_016369	-	Pre	Post	5.65	DOWN	1527.38	0.00215	
CGI_10003594	.	Pre	Post	5.64	DOWN	8.14	0.0191388	
CGI_10015182	.	Pre	Post	5.64	DOWN	6.26	0.0235973	
XLOC_010466	CGI_10010602	Pre	Post	5.64	DOWN	23.76	0.00215	
XLOC_008234	CGI_10010105	Pre	Post	5.63	DOWN	16.59	0.0174366	
CGI_10007551	.	Pre	Post	5.62	DOWN	351.60	0.00666529	
CGI_10004105	.	Pre	Post	5.61	UP	51.59	0.0174366	
CGI_10018773	.	Pre	Post	5.60	DOWN	36.16	0.00215	
XLOC_020257	-	Pre	Post	5.60	UP	16.23	0.0206627	
CGI_10011015	.	Pre	Post	5.58	DOWN	95.13	0.0199867	
CGI_10021788	.	Pre	Post	5.58	UP	261.12	0.00215	
CGI_10016723	.	Pre	Post	5.57	DOWN	80.14	0.00215	
CGI_10018017	.	Pre	Post	5.57	DOWN	130.23	0.00215	
XLOC_013928	CGI_10013941	Pre	Post	5.56	DOWN	8.02	0.0387686	
CGI_10009507	.	Pre	Post	5.53	DOWN	47.60	0.0158076	
CGI_10017955	.	Pre	Post	5.53	DOWN	34.66	0.00215	
CGI_10023769	.	Pre	Post	5.53	DOWN	93.49	0.00215	
CGI_10009763	.	Pre	Post	5.52	DOWN	39.39	0.00215	
XLOC_023126	-	Pre	Post	5.52	UP	71.80	0.00215	
CGI_10003772	.	Pre	Post	5.50	DOWN	63.37	0.00215	
XLOC_024168	-	Pre	Post	5.49	DOWN	31.88	0.00215	
CGI_10007773	.	Pre	Post	5.48	DOWN	5.33	0.0409378	
CGI_10024216	.	Pre	Post	5.46	UP	121.85	0.00535132	
CGI_10005227	.	Pre	Post	5.45	DOWN	16.18	0.00215	
CGI_10007081	.	Pre	Post	5.45	DOWN	109.15	0.00215	
CGI_10016271	.	Pre	Post	5.45	DOWN	7.76	0.0447659	
XLOC_013041	-	Pre	Post	5.45	DOWN	14.79	0.0242748	
CGI_10003049	.	Pre	Post	5.44	DOWN	750.55	0.0255944	
CGI_10019735	.	Pre	Post	5.44	DOWN	19.85	0.00215	
CGI_10026197	.	Pre	Post	5.44	UP	19.42	0.00215	
CGI_10007690	.	Pre	Post	5.43	DOWN	20.97	0.0149661	
CGI_10022167	.	Pre	Post	5.43	DOWN	29.50	0.00382598	
XLOC_008478	CGI_10000602	Pre	Post	5.43	UP	378.30	0.00215	
CGI_10007107	.	Pre	Post	5.42	DOWN	38.05	0.00215	
XLOC_013925	CGI_10013936	Pre	Post	5.42	UP	21.02	0.0131324	
XLOC_030880	-	Pre	Post	5.42	UP	44.15	0.00215	
CGI_10004601	.	Pre	Post	5.41	DOWN	183.03	0.00215	
XLOC_034140	-	Pre	Post	5.41	DOWN	17.32	0.0274146	
CGI_10003631	.	Pre	Post	5.40	UP	9.57	0.0303911	
CGI_10012200	.	Pre	Post	5.40	UP	68.51	0.00215	
CGI_10004454	.	Pre	Post	5.39	DOWN	82.87	0.00215	
CGI_10023708	.	Pre	Post	5.39	DOWN	2.75	0.0491392	
XLOC_000133	-	Pre	Post	5.39	UP	88.49	0.00382598	
CGI_10015287	.	Pre	Post	5.38	DOWN	23.98	0.00215	
CGI_10020998	.	Pre	Post	5.37	DOWN	12.52	0.00382598	
CGI_10011375	.	Pre	Post	5.36	UP	1731.85	0.00215	
CGI_10012042	.	Pre	Post	5.36	UP	1545.20	0.00215	
CGI_10015394	.	Pre	Post	5.36	DOWN	3982.98	0.0122017	
CGI_10002172	.	Pre	Post	5.35	DOWN	233.17	0.00215	
CGI_10007411	.	Pre	Post	5.35	DOWN	229.25	0.00215	
CGI_10008301	.	Pre	Post	5.35	DOWN	764.39	0.00215	
CGI_10008711	.	Pre	Post	5.35	DOWN	89.28	0.00215	
CGI_10027355	.	Pre	Post	5.35	UP	20.53	0.00889927	
CGI_10008686	.	Pre	Post	5.34	DOWN	27.97	0.00382598	
CGI_10025643	.	Pre	Post	5.34	DOWN	24.38	0.00215	
CGI_10025771	.	Pre	Post	5.34	UP	9.14	0.00889927	
CGI_10021435	.	Pre	Post	5.32	DOWN	500.51	0.00215	
CGI_10025189	.	Pre	Post	5.32	DOWN	46.28	0.00215	
CGI_10025649	.	Pre	Post	5.31	UP	60.28	0.00215	
CGI_10018233	.	Pre	Post	5.30	DOWN	221.53	0.00215	
CGI_10010963	.	Pre	Post	5.29	DOWN	21.24	0.00215	
CGI_10002738	.	Pre	Post	5.28	UP	30.89	0.0274146	
CGI_10015819	.	Pre	Post	5.28	DOWN	95.47	0.00215	
XLOC_016076	CGI_10005216	Pre	Post	5.28	DOWN	56.19	0.00535132	
CGI_10007651	.	Pre	Post	5.26	DOWN	130.48	0.00215	
CGI_10018046	.	Pre	Post	5.25	DOWN	14.25	0.0167552	
CGI_10024083	.	Pre	Post	5.25	DOWN	20.42	0.0274146	
CGI_10001238	.	Pre	Post	5.24	DOWN	19.76	0.00215	
CGI_10013987	.	Pre	Post	5.24	DOWN	5.30	0.0336711	
XLOC_002282	-	Pre	Post	5.21	UP	15.29	0.00785737	
CGI_10022050	.	Pre	Post	5.19	UP	6.88	0.0447659	
CGI_10026600	CLP2	Pre	Post	5.19	DOWN	132.91	0.0409378	
XLOC_013198	CGI_10005993	Pre	Post	5.19	UP	5.62	0.039393	
XLOC_022788	-	Pre	Post	5.19	DOWN	10.47	0.0221631	
CGI_10020762	.	Pre	Post	5.17	DOWN	17.69	0.0382406	
XLOC_034730	CGI_10025217	Pre	Post	5.16	UP	18.13	0.0182498	
CGI_10008964	.	Pre	Post	5.15	DOWN	86.63	0.00215	
CGI_10004703	.	Pre	Post	5.13	DOWN	44.25	0.00215	
CGI_10007128	.	Pre	Post	5.13	DOWN	93.72	0.00215	
CGI_10019861	.	Pre	Post	5.13	DOWN	12.67	0.0158076	
CGI_10021357	.	Pre	Post	5.13	DOWN	309.99	0.00215	
CGI_10003083	.	Pre	Post	5.12	DOWN	97.45	0.00215	
CGI_10017440	.	Pre	Post	5.09	DOWN	39.90	0.00215	
CGI_10012307	.	Pre	Post	5.07	DOWN	33.60	0.00215	
CGI_10013259	.	Pre	Post	5.07	DOWN	44.03	0.014125	
XLOC_026059	CGI_10010787	Pre	Post	5.07	UP	14.04	0.00215	
CGI_10002774	.	Pre	Post	5.06	DOWN	69.52	0.00382598	
XLOC_007876	-	Pre	Post	5.06	DOWN	13.55	0.0110432	
XLOC_007951	-	Pre	Post	5.06	UP	44.77	0.00215	
CGI_10000364	.	Pre	Post	5.05	UP	66.32	0.0199867	
CGI_10007416	.	Pre	Post	5.05	UP	83.55	0.00215	
XLOC_015359	-	Pre	Post	5.05	DOWN	70.81	0.0221631	
CGI_10004704	.	Pre	Post	5.03	DOWN	8.68	0.00535132	
CGI_10007664	.	Pre	Post	5.03	DOWN	31.76	0.00215	
CGI_10012458	.	Pre	Post	5.03	DOWN	88.40	0.0182498	
XLOC_012919	CGI_10007866	Pre	Post	5.03	DOWN	113.33	0.00215	
CGI_10026599	CLP3	Pre	Post	5.01	DOWN	233.77	0.00215	
CGI_10022401	.	Pre	Post	5.00	DOWN	8.38	0.0235973	
CGI_10005424	.	Pre	Post	4.99	DOWN	184.10	0.00215	
XLOC_011074	CGI_10015206	Pre	Post	4.99	UP	101.35	0.00215	
CGI_10007191	.	Pre	Post	4.98	DOWN	10.02	0.0100156	
CGI_10007887	.	Pre	Post	4.97	DOWN	2497.38	0.00215	
CGI_10008385	.	Pre	Post	4.96	DOWN	67.63	0.00535132	
CGI_10000153	.	Pre	Post	4.95	DOWN	1921.72	0.00382598	
CGI_10001070	.	Pre	Post	4.95	DOWN	56.25	0.00215	
CGI_10015738	.	Pre	Post	4.95	DOWN	68.91	0.00215	
XLOC_031496	-	Pre	Post	4.95	DOWN	95.83	0.0199867	
CGI_10020950	.	Pre	Post	4.94	DOWN	997.46	0.00215	
CGI_10025054	.	Pre	Post	4.94	UP	54.18	0.00215	
XLOC_034384	CGI_10003161	Pre	Post	4.94	DOWN	11.98	0.0387686	
CGI_10009195	.	Pre	Post	4.91	DOWN	12.03	0.0387686	
XLOC_033745	-	Pre	Post	4.91	DOWN	4.22	0.0482682	
CGI_10023093	.	Pre	Post	4.90	DOWN	112.07	0.00215	
CGI_10027224	.	Pre	Post	4.90	DOWN	12.95	0.0167552	
XLOC_001054	-	Pre	Post	4.90	DOWN	16.87	0.0467212	
CGI_10002939	.	Pre	Post	4.89	DOWN	31.28	0.0158076	
CGI_10014520	.	Pre	Post	4.88	UP	39.48	0.00889927	
XLOC_015160	-	Pre	Post	4.88	DOWN	115.56	0.0149661	
CGI_10011188	.	Pre	Post	4.87	DOWN	156.93	0.00215	
CGI_10016769	.	Pre	Post	4.87	DOWN	30.99	0.00215	
CGI_10000300	.	Pre	Post	4.86	DOWN	13.82	0.00666529	
CGI_10010672	.	Pre	Post	4.86	UP	12.01	0.0249538	
CGI_10014336	.	Pre	Post	4.86	DOWN	12.62	0.00215	
CGI_10009313	.	Pre	Post	4.84	DOWN	14.02	0.00889927	
CGI_10010699	.	Pre	Post	4.84	UP	29.39	0.0352832	
CGI_10019440	.	Pre	Post	4.83	UP	68.37	0.00215	
CGI_10024885	.	Pre	Post	4.83	DOWN	70.90	0.00215	
XLOC_007424	-	Pre	Post	4.82	UP	13.39	0.0290306	
CGI_10003785	.	Pre	Post	4.81	DOWN	49.64	0.00215	
CGI_10015818	.	Pre	Post	4.81	DOWN	26.43	0.00215	
CGI_10027975	.	Pre	Post	4.81	DOWN	31.36	0.00215	
CGI_10014683	.	Pre	Post	4.80	UP	246.46	0.00215	
CGI_10015973	.	Pre	Post	4.80	UP	18.15	0.0452421	
XLOC_011732	CGI_10013675	Pre	Post	4.80	UP	24.75	0.00382598	
CGI_10007364	.	Pre	Post	4.79	DOWN	3.22	0.0206627	
CGI_10027448	.	Pre	Post	4.79	DOWN	6.36	0.0336711	
CGI_10006955	.	Pre	Post	4.78	DOWN	127.81	0.00215	
CGI_10005732	.	Pre	Post	4.77	DOWN	25.59	0.00889927	
CGI_10017711	.	Pre	Post	4.77	DOWN	63.67	0.00215	
CGI_10021243	.	Pre	Post	4.77	DOWN	7.49	0.00382598	
CGI_10009466	.	Pre	Post	4.76	DOWN	192.50	0.0131324	
XLOC_005010	CGI_10025670	Pre	Post	4.76	UP	56.27	0.00785737	
XLOC_007707	CGI_10006579	Pre	Post	4.76	DOWN	420.76	0.00215	
CGI_10008702	.	Pre	Post	4.75	DOWN	35.77	0.00666529	
CGI_10002038	.	Pre	Post	4.74	DOWN	28.86	0.00215	
CGI_10015551	.	Pre	Post	4.73	UP	24.86	0.00215	
XLOC_033448	CGI_10024445	Pre	Post	4.73	DOWN	115.37	0.00215	
CGI_10015905	.	Pre	Post	4.72	UP	7.99	0.0360485	
CGI_10017564	.	Pre	Post	4.72	DOWN	16.16	0.00215	
CGI_10023856	.	Pre	Post	4.72	DOWN	46.16	0.00215	
CGI_10024064	.	Pre	Post	4.72	DOWN	20.67	0.00215	
XLOC_029217	-	Pre	Post	4.72	UP	28.93	0.0442282	
XLOC_004069	CGI_10021408	Pre	Post	4.71	DOWN	24.07	0.0228219	
CGI_10004781	.	Pre	Post	4.70	DOWN	15.29	0.00666529	
CGI_10018853	.	Pre	Post	4.70	DOWN	2.54	0.0419952	
XLOC_026702	CGI_10013105	Pre	Post	4.69	DOWN	45.07	0.0100156	
XLOC_031625	CGI_10018279	Pre	Post	4.69	UP	365.69	0.0100156	
CGI_10001572	.	Pre	Post	4.68	DOWN	15.34	0.0167552	
CGI_10024241	.	Pre	Post	4.68	DOWN	26.31	0.0100156	
XLOC_017545	-	Pre	Post	4.67	DOWN	1980.43	0.00215	
CGI_10012169	.	Pre	Post	4.66	DOWN	22.72	0.00215	
CGI_10017089	.	Pre	Post	4.65	DOWN	17.29	0.04363	
CGI_10012592	.	Pre	Post	4.63	DOWN	167.63	0.00215	
CGI_10027607	.	Pre	Post	4.63	DOWN	193.59	0.00215	
CGI_10001975	PGRP_S1L	Pre	Post	4.62	DOWN	217.85	0.00215	
CGI_10010073	.	Pre	Post	4.62	UP	4.79	0.0131324	
CGI_10015072	.	Pre	Post	4.62	DOWN	24.93	0.00215	
XLOC_009396	-	Pre	Post	4.62	DOWN	34.09	0.0122017	
CGI_10012359	.	Pre	Post	4.61	UP	13.94	0.00535132	
CGI_10016389	.	Pre	Post	4.61	DOWN	47.93	0.00215	
CGI_10022479	.	Pre	Post	4.61	DOWN	29.33	0.00215	
CGI_10025560	.	Pre	Post	4.61	DOWN	462.81	0.00215	
XLOC_018093	CGI_10028101,CGI_10028102	Pre	Post	4.61	DOWN	65.10	0.00889927	
XLOC_029135	CGI_10014491	Pre	Post	4.61	DOWN	20.97	0.0174366	
CGI_10002385	.	Pre	Post	4.60	UP	41.76	0.00215	
CGI_10026605	CHIT3	Pre	Post	4.59	DOWN	164.57	0.00215	
XLOC_003323	-	Pre	Post	4.59	DOWN	10.40	0.0167552	
XLOC_004234	-	Pre	Post	4.59	DOWN	65.58	0.0242748	
CGI_10019465	.	Pre	Post	4.58	DOWN	7665.63	0.00889927	
CGI_10028183	.	Pre	Post	4.58	DOWN	26.30	0.00215	
CGI_10005425	.	Pre	Post	4.57	DOWN	927.94	0.00215	
CGI_10017654	.	Pre	Post	4.57	DOWN	433.10	0.00215	
CGI_10026280	.	Pre	Post	4.56	DOWN	31.63	0.00382598	
CGI_10006138	.	Pre	Post	4.55	DOWN	5.27	0.026909	
CGI_10012229	.	Pre	Post	4.55	DOWN	16.54	0.00215	
CGI_10026281	.	Pre	Post	4.55	DOWN	10.26	0.0110432	
CGI_10003652	.	Pre	Post	4.54	DOWN	20.81	0.00215	
CGI_10026226	.	Pre	Post	4.54	DOWN	258.42	0.00535132	
XLOC_033948	-	Pre	Post	4.54	UP	61.77	0.0174366	
CGI_10008041	.	Pre	Post	4.53	UP	60.30	0.00215	
XLOC_021227	-	Pre	Post	4.53	UP	15.25	0.046262	
XLOC_029904	-	Pre	Post	4.53	UP	919.61	0.00215	
CGI_10027573	.	Pre	Post	4.52	DOWN	178.77	0.00785737	
XLOC_011329	-	Pre	Post	4.52	DOWN	1303.28	0.00215	
XLOC_017358	-	Pre	Post	4.52	UP	5.54	0.0414297	
XLOC_025822	-	Pre	Post	4.52	UP	23.79	0.0409378	
XLOC_015550	-	Pre	Post	4.51	DOWN	158.51	0.00215	
CGI_10028414	.	Pre	Post	4.50	DOWN	344.92	0.00215	
EMCGIG00000002299	18S_rRNA	Pre	Post	4.50	UP	72.24	0.00215	
CGI_10020902	.	Pre	Post	4.49	DOWN	116.33	0.00215	
CGI_10027903	.	Pre	Post	4.49	UP	11.71	0.0290306	
CGI_10002951	.	Pre	Post	4.48	DOWN	101.43	0.00382598	
CGI_10003543	.	Pre	Post	4.48	DOWN	106.14	0.00215	
CGI_10008189	.	Pre	Post	4.48	DOWN	10.06	0.0425008	
CGI_10025506	.	Pre	Post	4.48	UP	18.30	0.0382406	
CGI_10006889	.	Pre	Post	4.47	DOWN	11.91	0.00215	
CGI_10017112	.	Pre	Post	4.47	DOWN	42.56	0.00215	
CGI_10021229	.	Pre	Post	4.47	DOWN	60.45	0.00215	
XLOC_015474	-	Pre	Post	4.46	DOWN	260.52	0.00215	
XLOC_017595	-	Pre	Post	4.46	UP	4.94	0.0372623	
CGI_10003734	.	Pre	Post	4.43	DOWN	3.47	0.0158076	
CGI_10008479	.	Pre	Post	4.43	DOWN	23.61	0.0255944	
XLOC_002945	-	Pre	Post	4.43	UP	70.54	0.00215	
CGI_10008817	.	Pre	Post	4.42	DOWN	10.66	0.00215	
CGI_10010381	.	Pre	Post	4.42	DOWN	30.01	0.00215	
CGI_10009812	.	Pre	Post	4.41	DOWN	5225.68	0.00215	
CGI_10024693	.	Pre	Post	4.41	DOWN	23.93	0.026909	
CGI_10010834	.	Pre	Post	4.40	DOWN	237.42	0.00382598	
CGI_10010105	.	Pre	Post	4.39	DOWN	23.38	0.0199867	
CGI_10000943	.	Pre	Post	4.38	DOWN	407.28	0.0274146	
CGI_10023657	.	Pre	Post	4.38	UP	13.64	0.0182498	
CGI_10024806	.	Pre	Post	4.38	DOWN	14.39	0.0182498	
CGI_10028693	.	Pre	Post	4.38	UP	84.52	0.0182498	
CGI_10005002	.	Pre	Post	4.37	UP	13.82	0.0110432	
XLOC_009530	-	Pre	Post	4.37	DOWN	15.02	0.02965	
XLOC_018043	CGI_10028084	Pre	Post	4.36	UP	148.45	0.0149661	
CGI_10007753	.	Pre	Post	4.35	DOWN	685.51	0.026909	
CGI_10014987	.	Pre	Post	4.35	DOWN	21.54	0.026909	
CGI_10008130	.	Pre	Post	4.33	UP	20.83	0.00889927	
CGI_10012605	.	Pre	Post	4.33	UP	15.04	0.00666529	
CGI_10020938	.	Pre	Post	4.33	DOWN	36.82	0.00215	
XLOC_025991	-	Pre	Post	4.33	UP	32.04	0.0249538	
CGI_10016016	.	Pre	Post	4.32	DOWN	72.17	0.00215	
CGI_10004780	.	Pre	Post	4.31	DOWN	16.18	0.0290306	
CGI_10007129	.	Pre	Post	4.31	DOWN	27.45	0.00215	
CGI_10014995	.	Pre	Post	4.31	UP	267.47	0.00215	
CGI_10018913	.	Pre	Post	4.31	DOWN	23.86	0.00215	
CGI_10020287	.	Pre	Post	4.31	DOWN	15.70	0.0341942	
CGI_10025559	.	Pre	Post	4.31	DOWN	139.08	0.00215	
XLOC_018612	-	Pre	Post	4.31	DOWN	14.68	0.0279467	
CGI_10006532	.	Pre	Post	4.30	DOWN	33.27	0.0221631	
CGI_10026436	.	Pre	Post	4.30	UP	461.11	0.00215	
CGI_10027166	.	Pre	Post	4.30	DOWN	71.97	0.00215	
CGI_10027674	.	Pre	Post	4.30	DOWN	24.36	0.00215	
XLOC_014769	-	Pre	Post	4.30	DOWN	168.61	0.00215	
XLOC_018785	-	Pre	Post	4.30	DOWN	52.40	0.00889927	
XLOC_031778	CGI_10026377	Pre	Post	4.30	DOWN	8.63	0.0382406	
XLOC_033954	-	Pre	Post	4.30	UP	12.04	0.0419952	
CGI_10000402	.	Pre	Post	4.29	UP	420.67	0.00215	
CGI_10018227	.	Pre	Post	4.29	DOWN	310.38	0.00215	
CGI_10019828	.	Pre	Post	4.29	DOWN	12.71	0.0167552	
CGI_10028272	.	Pre	Post	4.29	DOWN	17.17	0.00382598	
XLOC_018337	-	Pre	Post	4.29	DOWN	13.59	0.0399326	
CGI_10014920	.	Pre	Post	4.28	DOWN	105.72	0.00215	
CGI_10028533	.	Pre	Post	4.28	DOWN	37.59	0.00666529	
XLOC_026049	-	Pre	Post	4.27	UP	31.11	0.0387686	
CGI_10013050	.	Pre	Post	4.26	DOWN	8.37	0.014125	
CGI_10018278	.	Pre	Post	4.26	DOWN	110.90	0.00215	
CGI_10016756	.	Pre	Post	4.25	DOWN	7.60	0.0482682	
CGI_10019704	.	Pre	Post	4.25	DOWN	1938.47	0.0110432	
CGI_10005813	.	Pre	Post	4.24	DOWN	67.24	0.00215	
CGI_10005889	.	Pre	Post	4.23	UP	7.57	0.0442282	
CGI_10011066	.	Pre	Post	4.23	DOWN	23.03	0.00215	
CGI_10013106	.	Pre	Post	4.23	DOWN	895.03	0.00215	
CGI_10017501	.	Pre	Post	4.23	UP	24.23	0.0457971	
CGI_10026232	.	Pre	Post	4.23	DOWN	24.38	0.0430817	
XLOC_000817	-	Pre	Post	4.22	DOWN	687.09	0.00535132	
CGI_10018458	.	Pre	Post	4.21	DOWN	93.89	0.00215	
CGI_10023734	.	Pre	Post	4.21	DOWN	12.23	0.0419952	
CGI_10026516	.	Pre	Post	4.21	DOWN	2.72	0.0284851	
CGI_10016802	.	Pre	Post	4.20	DOWN	973.64	0.0131324	
CGI_10000052	.	Pre	Post	4.19	DOWN	66.01	0.014125	
CGI_10014323	.	Pre	Post	4.19	UP	10.64	0.0324518	
CGI_10025995	.	Pre	Post	4.19	DOWN	194.09	0.00215	
CGI_10027757	.	Pre	Post	4.19	DOWN	51.77	0.0158076	
CGI_10004647	.	Pre	Post	4.18	UP	10.16	0.0336711	
CGI_10013874	.	Pre	Post	4.18	DOWN	13.00	0.0100156	
CGI_10020694	.	Pre	Post	4.18	DOWN	1266.25	0.00215	
CGI_10000696	.	Pre	Post	4.17	DOWN	24.03	0.0110432	
CGI_10007421	.	Pre	Post	4.17	DOWN	59.92	0.00382598	
CGI_10009571	.	Pre	Post	4.17	DOWN	14.13	0.00215	
CGI_10001734	.	Pre	Post	4.16	UP	9.94	0.0382406	
CGI_10005826	.	Pre	Post	4.16	UP	131.26	0.00215	
CGI_10028652	.	Pre	Post	4.16	DOWN	837.82	0.00215	
CGI_10002027	.	Pre	Post	4.15	DOWN	18.73	0.00215	
XLOC_012069	-	Pre	Post	4.15	UP	14.88	0.0491392	
XLOC_033755	-	Pre	Post	4.15	UP	41.81	0.0182498	
XLOC_008167	-	Pre	Post	4.14	DOWN	37.86	0.0264076	
XLOC_030024	-	Pre	Post	4.14	DOWN	110.17	0.00215	
