gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
XLOC_010226	-	Pre	Post	14.69	DOWN	531.94	0.00215	
XLOC_031373	-	Pre	Post	14.45	UP	14.17	0.0347071	
CGI_10026315	.	Pre	Post	14.32	DOWN	86.80	0.00215	
XLOC_009052	28S_rRNA,CGI_10000518	Pre	Post	14.24	UP	1398.57	0.00215	
CGI_10022269	.	Pre	Post	14.16	DOWN	74.76	0.00215	
CGI_10007242	.	Pre	Post	14.05	DOWN	8.14	0.0182498	
XLOC_033990	CGI_10025268	Pre	Post	14.04	UP	14.83	0.0206627	
XLOC_032879	-	Pre	Post	13.96	UP	25.49	0.00215	
CGI_10003464	.	Pre	Post	13.95	UP	88.64	0.00215	
CGI_10015798	.	Pre	Post	13.75	DOWN	148.23	0.00215	
XLOC_015786	-	Pre	Post	13.54	DOWN	27.21	0.00215	
CGI_10027772	.	Pre	Post	13.48	DOWN	68.45	0.00215	
CGI_10004804	.	Pre	Post	13.42	DOWN	394.06	0.0228219	
CGI_10025572	.	Pre	Post	13.24	DOWN	43.78	0.00215	
XLOC_006560	-	Pre	Post	13.20	UP	4.78	0.046262	
CGI_10015931	.	Pre	Post	13.19	DOWN	198.90	0.00215	
CGI_10010949	.	Pre	Post	13.10	DOWN	3606.39	0.00215	
CGI_10015979	.	Pre	Post	13.10	DOWN	13.33	0.00785737	
CGI_10017983	.	Pre	Post	13.04	DOWN	167.17	0.00215	
CGI_10000038	.	Pre	Post	12.98	DOWN	161.10	0.00215	
CGI_10017683	.	Pre	Post	12.91	UP	1427.90	0.00215	
CGI_10026339	.	Pre	Post	12.88	DOWN	252.25	0.00215	
XLOC_002404	-	Pre	Post	12.71	DOWN	71.18	0.00215	
CGI_10017108	.	Pre	Post	12.62	DOWN	56.34	0.00215	
CGI_10028285	.	Pre	Post	12.54	DOWN	155.35	0.00215	
XLOC_008141	CGI_10026559	Pre	Post	12.53	DOWN	57.63	0.00215	
XLOC_001253	-	Pre	Post	12.49	UP	2223.47	0.0174366	
XLOC_003098	CGI_10016546	Pre	Post	12.44	UP	510.58	0.00382598	
CGI_10021076	.	Pre	Post	12.24	DOWN	19.73	0.00215	
XLOC_025334	-	Pre	Post	12.20	UP	13.00	0.0290306	
CGI_10009240	.	Pre	Post	12.14	UP	19.78	0.0235973	
XLOC_033144	-	Pre	Post	12.09	DOWN	61.91	0.00215	
XLOC_029738	-	Pre	Post	12.07	DOWN	7.13	0.026909	
CGI_10028251	.	Pre	Post	11.98	DOWN	11.49	0.0214053	
CGI_10023132	.	Pre	Post	11.91	DOWN	28.86	0.00666529	
XLOC_020806	-	Pre	Post	11.89	UP	711.26	0.00215	
CGI_10003945	.	Pre	Post	11.88	DOWN	40.30	0.00215	
XLOC_012458	-	Pre	Post	11.86	DOWN	150.67	0.00215	
CGI_10019745	.	Pre	Post	11.82	DOWN	6.13	0.00215	
XLOC_012417	-	Pre	Post	11.75	UP	73.31	0.00666529	
CGI_10023899	.	Pre	Post	11.72	UP	63.59	0.00215	
CGI_10021111	.	Pre	Post	11.60	UP	16.10	0.00215	
CGI_10014420	.	Pre	Post	11.43	UP	9.07	0.0206627	
CGI_10024280	.	Pre	Post	11.39	UP	2446.61	0.00215	
CGI_10020533	.	Pre	Post	11.38	DOWN	132.81	0.00215	
CGI_10025870	.	Pre	Post	11.26	DOWN	3.90	0.00215	
CGI_10020907	.	Pre	Post	11.20	DOWN	127.38	0.00215	
CGI_10002012	.	Pre	Post	11.19	UP	51.14	0.00215	
CGI_10013694	.	Pre	Post	11.15	DOWN	102.63	0.00215	
CGI_10001245	.	Pre	Post	11.13	UP	285.93	0.00215	
CGI_10024628	.	Pre	Post	11.13	DOWN	44.08	0.00215	
CGI_10027737	.	Pre	Post	11.13	UP	36.14	0.00215	
CGI_10016395	.	Pre	Post	11.12	DOWN	83.04	0.00215	
CGI_10026855	.	Pre	Post	11.02	DOWN	4.07	0.0131324	
XLOC_023201	-	Pre	Post	11.02	DOWN	92.93	0.00215	
CGI_10009568	.	Pre	Post	11.00	UP	1404.05	0.00215	
XLOC_029568	-	Pre	Post	10.97	UP	54.76	0.00666529	
CGI_10016948	.	Pre	Post	10.95	DOWN	27.72	0.00215	
CGI_10007793	.	Pre	Post	10.88	DOWN	255.91	0.00215	
XLOC_007695	CGI_10013790	Pre	Post	10.79	DOWN	42.95	0.00215	
XLOC_031495	-	Pre	Post	10.78	DOWN	33.95	0.0182498	
XLOC_035804	-	Pre	Post	10.75	DOWN	59.21	0.00215	
CGI_10022237	.	Pre	Post	10.74	DOWN	81.56	0.00215	
CGI_10022978	.	Pre	Post	10.66	UP	65.19	0.00215	
CGI_10010464	.	Pre	Post	10.58	DOWN	49.53	0.00215	
XLOC_003640	-	Pre	Post	10.58	DOWN	835.75	0.00215	
CGI_10000144	.	Pre	Post	10.54	DOWN	46.50	0.00215	
CGI_10008723	.	Pre	Post	10.53	DOWN	62.25	0.00215	
CGI_10001541	.	Pre	Post	10.52	DOWN	75.42	0.0158076	
XLOC_000150	-	Pre	Post	10.39	DOWN	73075.04	0.00215	
CGI_10015369	.	Pre	Post	10.34	DOWN	5.93	0.0264076	
CGI_10018155	.	Pre	Post	10.31	UP	9.87	0.0242748	
CGI_10012792	.	Pre	Post	10.28	DOWN	640.20	0.00215	
XLOC_025028	-	Pre	Post	10.28	DOWN	21.96	0.0264076	
XLOC_033611	CGI_10013165	Pre	Post	10.28	DOWN	682.10	0.00215	
CGI_10022260	.	Pre	Post	10.26	DOWN	23.47	0.00215	
CGI_10028185	.	Pre	Post	10.26	UP	10.31	0.0399326	
CGI_10007534	.	Pre	Post	10.25	UP	12.07	0.00535132	
XLOC_015435	CGI_10026973	Pre	Post	10.25	DOWN	14.82	0.0158076	
CGI_10023958	.	Pre	Post	10.19	UP	40.09	0.00215	
XLOC_003578	tRNA-Thr	Pre	Post	10.16	UP	13.12	0.00215	
XLOC_004138	-	Pre	Post	10.14	UP	8.15	0.0279467	
CGI_10023992	.	Pre	Post	10.11	DOWN	13.20	0.00535132	
CGI_10027430	.	Pre	Post	10.08	DOWN	143.21	0.00215	
CGI_10000886	.	Pre	Post	10.04	DOWN	13.46	0.00215	
XLOC_000174	-	Pre	Post	10.03	DOWN	163.29	0.039393	
CGI_10018772	.	Pre	Post	10.00	DOWN	1153.68	0.00215	
CGI_10023823	.	Pre	Post	9.98	DOWN	31.52	0.00215	
CGI_10010240	.	Pre	Post	9.97	DOWN	84.59	0.00215	
CGI_10011647	.	Pre	Post	9.97	UP	32.75	0.00382598	
XLOC_032081	-	Pre	Post	9.90	UP	11.71	0.0122017	
CGI_10017426	.	Pre	Post	9.71	DOWN	23.61	0.00215	
CGI_10025032	.	Pre	Post	9.69	UP	13.24	0.0352832	
XLOC_001643	CGI_10026431	Pre	Post	9.68	UP	606.77	0.00215	
XLOC_032716	-	Pre	Post	9.62	DOWN	17.14	0.00215	
XLOC_004728	-	Pre	Post	9.57	DOWN	227.86	0.00215	
XLOC_016477	-	Pre	Post	9.57	UP	723.90	0.00215	
CGI_10004147	.	Pre	Post	9.50	DOWN	48.24	0.00215	
XLOC_032564	-	Pre	Post	9.47	DOWN	11.74	0.0372623	
CGI_10014709	.	Pre	Post	9.26	DOWN	46.02	0.00215	
XLOC_027289	-	Pre	Post	9.22	DOWN	6.99	0.0387686	
CGI_10018371	.	Pre	Post	9.13	DOWN	27.86	0.00215	
XLOC_034766	-	Pre	Post	9.10	DOWN	1084.72	0.00215	
XLOC_021627	-	Pre	Post	9.08	DOWN	13.46	0.0330663	
XLOC_033766	-	Pre	Post	9.06	DOWN	55.13	0.00215	
CGI_10016178	.	Pre	Post	9.03	UP	4.51	0.0214053	
CGI_10021873	.	Pre	Post	8.93	DOWN	134.49	0.00215	
XLOC_029606	-	Pre	Post	8.93	DOWN	58.11	0.00535132	
CGI_10006075	.	Pre	Post	8.89	DOWN	661.90	0.00215	
CGI_10027691	.	Pre	Post	8.88	DOWN	107.64	0.00215	
XLOC_010670	-	Pre	Post	8.86	UP	19.66	0.0274146	
CGI_10015861	.	Pre	Post	8.84	DOWN	48.30	0.00215	
XLOC_011059	CGI_10015198	Pre	Post	8.80	DOWN	12.14	0.00889927	
CGI_10002070	.	Pre	Post	8.77	DOWN	63.35	0.00215	
CGI_10005450	.	Pre	Post	8.77	DOWN	51.98	0.00215	
CGI_10027601	.	Pre	Post	8.77	DOWN	15.41	0.00535132	
CGI_10009712	.	Pre	Post	8.76	UP	13.65	0.00215	
CGI_10023959	.	Pre	Post	8.72	UP	133.15	0.00785737	
XLOC_013528	-	Pre	Post	8.72	DOWN	185.78	0.00215	
CGI_10009707	.	Pre	Post	8.70	DOWN	13.43	0.0174366	
CGI_10026424	.	Pre	Post	8.70	DOWN	66.67	0.00215	
CGI_10004966	.	Pre	Post	8.69	DOWN	1.70	0.0191388	
CGI_10010790	.	Pre	Post	8.66	DOWN	126.58	0.0347071	
CGI_10023636	.	Pre	Post	8.62	DOWN	484.58	0.00215	
XLOC_034512	-	Pre	Post	8.61	UP	12.45	0.0174366	
CGI_10008415	.	Pre	Post	8.59	DOWN	837.37	0.00215	
CGI_10015458	.	Pre	Post	8.59	DOWN	40.28	0.00215	
XLOC_020333	-	Pre	Post	8.58	UP	46.85	0.00215	
CGI_10017264	.	Pre	Post	8.57	DOWN	54.37	0.00215	
XLOC_016784	-	Pre	Post	8.54	UP	14.34	0.00785737	
CGI_10008379	.	Pre	Post	8.53	UP	13.81	0.0290306	
XLOC_003160	CGI_10021940	Pre	Post	8.52	DOWN	5.96	0.0495084	
CGI_10024441	.	Pre	Post	8.43	DOWN	19.95	0.0122017	
CGI_10014130	.	Pre	Post	8.39	DOWN	21.97	0.00215	
XLOC_002587	-	Pre	Post	8.36	UP	8.02	0.0430817	
CGI_10026992	.	Pre	Post	8.33	DOWN	50.25	0.0100156	
CGI_10015808	.	Pre	Post	8.32	UP	399.80	0.00215	
CGI_10005488	.	Pre	Post	8.28	DOWN	406.75	0.00215	
CGI_10011110	.	Pre	Post	8.28	DOWN	1150.58	0.00215	
CGI_10024113	.	Pre	Post	8.25	DOWN	63.73	0.00215	
CGI_10027620	.	Pre	Post	8.20	DOWN	82.89	0.00215	
CGI_10025983	.	Pre	Post	8.17	DOWN	91.30	0.00666529	
CGI_10013581	.	Pre	Post	8.10	DOWN	42.22	0.00215	
XLOC_005135	-	Pre	Post	8.10	DOWN	129.16	0.0264076	
CGI_10013542	.	Pre	Post	8.08	UP	8.33	0.0310111	
XLOC_035788	CGI_10013316	Pre	Post	8.07	DOWN	195.82	0.00215	
CGI_10017851	.	Pre	Post	8.03	UP	512.13	0.0479119	
CGI_10010708	.	Pre	Post	8.01	DOWN	8.61	0.0110432	
CGI_10005434	.	Pre	Post	7.94	DOWN	121.82	0.00215	
CGI_10023724	PUTHMG	Pre	Post	7.94	UP	1489.69	0.00215	
CGI_10013400	.	Pre	Post	7.93	DOWN	10.46	0.00215	
CGI_10014765	.	Pre	Post	7.92	DOWN	48.16	0.00666529	
CGI_10014988	.	Pre	Post	7.91	DOWN	10.40	0.00215	
CGI_10020967	.	Pre	Post	7.84	DOWN	29.59	0.00215	
CGI_10024087	.	Pre	Post	7.84	UP	5.83	0.0472321	
XLOC_005437	tRNA-Pseudo	Pre	Post	7.82	UP	46.30	0.00215	
CGI_10028473	.	Pre	Post	7.81	DOWN	411.96	0.00215	
XLOC_028591	CGI_10024346	Pre	Post	7.81	UP	16.00	0.00785737	
CGI_10018585	.	Pre	Post	7.77	UP	87.84	0.00666529	
CGI_10023515	.	Pre	Post	7.71	UP	3.20	0.0360485	
CGI_10015483	.	Pre	Post	7.69	UP	6.06	0.0352832	
CGI_10001013	.	Pre	Post	7.68	DOWN	64.15	0.00215	
CGI_10004396	.	Pre	Post	7.68	DOWN	29.36	0.00215	
CGI_10006782	.	Pre	Post	7.68	DOWN	215.90	0.00215	
CGI_10026695	.	Pre	Post	7.68	DOWN	25.67	0.00215	
CGI_10003022	.	Pre	Post	7.64	DOWN	32.24	0.0131324	
CGI_10011285	.	Pre	Post	7.60	DOWN	23.17	0.00215	
XLOC_005260	-	Pre	Post	7.60	UP	5963.03	0.00215	
CGI_10004863	.	Pre	Post	7.59	DOWN	562.41	0.00215	
XLOC_032350	-	Pre	Post	7.59	UP	33.14	0.00785737	
XLOC_034508	-	Pre	Post	7.59	DOWN	3.92	0.0341942	
CGI_10025442	.	Pre	Post	7.58	DOWN	40.70	0.00215	
CGI_10015952	DML	Pre	Post	7.56	UP	48.30	0.00215	
CGI_10006619	.	Pre	Post	7.55	UP	5.78	0.0330663	
CGI_10013762	.	Pre	Post	7.53	UP	33.58	0.00215	
CGI_10021791	.	Pre	Post	7.51	DOWN	17.03	0.0317582	
CGI_10024285	.	Pre	Post	7.51	DOWN	12.71	0.00382598	
XLOC_029454	-	Pre	Post	7.51	UP	15.29	0.02965	
CGI_10022778	.	Pre	Post	7.50	DOWN	47.85	0.00215	
CGI_10009741	.	Pre	Post	7.49	UP	5.51	0.0199867	
CGI_10014497	.	Pre	Post	7.48	DOWN	55.55	0.00215	
CGI_10023598	.	Pre	Post	7.48	DOWN	16.00	0.00215	
XLOC_034769	CGI_10025225	Pre	Post	7.48	DOWN	395.99	0.0279467	
CGI_10017171	.	Pre	Post	7.47	UP	42.27	0.00215	
XLOC_002121	-	Pre	Post	7.46	UP	194.17	0.00889927	
XLOC_005183	-	Pre	Post	7.43	DOWN	26.28	0.00785737	
CGI_10020876	.	Pre	Post	7.42	DOWN	120.01	0.00215	
CGI_10015874	.	Pre	Post	7.41	UP	43.89	0.00215	
XLOC_016233	-	Pre	Post	7.41	UP	129.30	0.0372623	
CGI_10021746	.	Pre	Post	7.38	DOWN	15907.68	0.00215	
XLOC_013978	CGI_10021893	Pre	Post	7.38	DOWN	1609.87	0.00215	
CGI_10005761	.	Pre	Post	7.37	DOWN	72.65	0.00215	
CGI_10001839	.	Pre	Post	7.36	DOWN	48.92	0.00785737	
CGI_10014894	.	Pre	Post	7.36	UP	11.57	0.0149661	
CGI_10011696	.	Pre	Post	7.34	DOWN	21.67	0.00215	
CGI_10017463	.	Pre	Post	7.32	UP	4.71	0.0382406	
CGI_10020761	.	Pre	Post	7.32	DOWN	9.05	0.0255944	
CGI_10007920	.	Pre	Post	7.31	DOWN	39.86	0.00215	
XLOC_034767	-	Pre	Post	7.30	DOWN	731.39	0.00215	
XLOC_015257	-	Pre	Post	7.29	DOWN	226.95	0.00215	
CGI_10005101	.	Pre	Post	7.28	UP	287.85	0.00215	
XLOC_013958	CGI_10021893	Pre	Post	7.28	DOWN	1165.57	0.0199867	
XLOC_014486	CGI_10008723	Pre	Post	7.27	DOWN	16.11	0.0457971	
CGI_10011565	.	Pre	Post	7.26	DOWN	6.14	0.026909	
CGI_10021733	.	Pre	Post	7.26	DOWN	234.22	0.00215	
XLOC_028738	CGI_10011193	Pre	Post	7.26	DOWN	21.02	0.00535132	
CGI_10013772	.	Pre	Post	7.24	UP	17.00	0.00889927	
CGI_10016912	.	Pre	Post	7.24	UP	320.69	0.00666529	
CGI_10021114	.	Pre	Post	7.19	UP	15.44	0.00382598	
CGI_10022383	.	Pre	Post	7.16	DOWN	92.85	0.00215	
CGI_10025111	.	Pre	Post	7.15	DOWN	223.42	0.00215	
CGI_10004741	.	Pre	Post	7.14	UP	15.86	0.0284851	
CGI_10028845	.	Pre	Post	7.12	DOWN	351.64	0.00666529	
CGI_10028901	.	Pre	Post	7.11	DOWN	8.36	0.0242748	
CGI_10003838	.	Pre	Post	7.10	DOWN	13.30	0.00785737	
CGI_10014328	.	Pre	Post	7.08	UP	18.46	0.00215	
CGI_10028346	.	Pre	Post	7.07	DOWN	108.44	0.00215	
XLOC_028437	-	Pre	Post	7.07	DOWN	19.24	0.00382598	
CGI_10004865	.	Pre	Post	7.05	DOWN	382.03	0.00215	
CGI_10012457	.	Pre	Post	7.03	DOWN	13.33	0.0199867	
CGI_10017380	.	Pre	Post	7.02	DOWN	257.83	0.00382598	
CGI_10025669	.	Pre	Post	7.01	DOWN	16.53	0.0310111	
CGI_10003430	.	Pre	Post	7.00	DOWN	24.21	0.00382598	
CGI_10018882	.	Pre	Post	7.00	DOWN	251.91	0.00215	
CGI_10005458	.	Pre	Post	6.99	DOWN	25.79	0.00215	
CGI_10009762	.	Pre	Post	6.99	DOWN	121.36	0.00215	
CGI_10015740	.	Pre	Post	6.99	DOWN	18.39	0.00382598	
CGI_10020900	.	Pre	Post	6.99	DOWN	32.99	0.00666529	
CGI_10004027	.	Pre	Post	6.98	DOWN	85.46	0.00215	
CGI_10007833	.	Pre	Post	6.96	DOWN	62.65	0.00215	
CGI_10025861	.	Pre	Post	6.96	UP	6.63	0.0158076	
CGI_10000408	.	Pre	Post	6.94	UP	83.55	0.00215	
CGI_10023179	.	Pre	Post	6.93	UP	11.97	0.0100156	
XLOC_008327	-	Pre	Post	6.92	UP	4.40	0.0442282	
CGI_10016779	.	Pre	Post	6.90	DOWN	283.68	0.00215	
CGI_10026441	.	Pre	Post	6.88	DOWN	64.21	0.00215	
CGI_10026714	.	Pre	Post	6.87	DOWN	2.18	0.0174366	
CGI_10018870	.	Pre	Post	6.83	DOWN	9.20	0.00215	
CGI_10023131	.	Pre	Post	6.82	DOWN	11.59	0.0387686	
CGI_10002395	.	Pre	Post	6.81	DOWN	12.01	0.00215	
CGI_10004986	.	Pre	Post	6.81	UP	33.49	0.0158076	
XLOC_015177	-	Pre	Post	6.77	DOWN	32.85	0.00215	
XLOC_032828	-	Pre	Post	6.76	DOWN	527.82	0.00215	
CGI_10001331	.	Pre	Post	6.74	DOWN	14.17	0.00382598	
CGI_10010145	.	Pre	Post	6.74	UP	41.10	0.00215	
XLOC_020206	-	Pre	Post	6.74	DOWN	19.66	0.0167552	
CGI_10025006	.	Pre	Post	6.72	DOWN	283.17	0.00215	
XLOC_018897	-	Pre	Post	6.72	UP	356.84	0.00215	
XLOC_024677	-	Pre	Post	6.71	DOWN	38.51	0.00215	
CGI_10028619	.	Pre	Post	6.70	DOWN	51.17	0.00215	
XLOC_008027	CGI_10022905	Pre	Post	6.68	DOWN	16.72	0.00889927	
CGI_10022361	.	Pre	Post	6.66	DOWN	5.42	0.0149661	
CGI_10023544	.	Pre	Post	6.66	DOWN	20.32	0.0399326	
CGI_10000286	.	Pre	Post	6.63	DOWN	39.54	0.0149661	
CGI_10023710	.	Pre	Post	6.62	UP	38.67	0.02965	
CGI_10018828	.	Pre	Post	6.60	DOWN	91.37	0.00215	
CGI_10014578	.	Pre	Post	6.58	DOWN	132.53	0.00215	
CGI_10027652	.	Pre	Post	6.58	DOWN	556.62	0.00215	
CGI_10022784	.	Pre	Post	6.57	UP	59.30	0.00382598	
CGI_10027602	.	Pre	Post	6.56	DOWN	15.05	0.00215	
XLOC_034361	CGI_10022263	Pre	Post	6.54	DOWN	42.76	0.00666529	
CGI_10016612	.	Pre	Post	6.50	DOWN	181.73	0.00215	
XLOC_017985	-	Pre	Post	6.49	UP	28.18	0.00382598	
CGI_10006680	.	Pre	Post	6.47	DOWN	6.25	0.0206627	
CGI_10021567	.	Pre	Post	6.46	DOWN	270.07	0.00215	
CGI_10018362	.	Pre	Post	6.45	DOWN	22.86	0.00215	
CGI_10024038	.	Pre	Post	6.43	UP	21.08	0.00889927	
CGI_10025212	.	Pre	Post	6.43	UP	12.14	0.0467212	
XLOC_001287	CGI_10000942	Pre	Post	6.41	DOWN	7.94	0.00215	
CGI_10016277	.	Pre	Post	6.39	UP	3.89	0.00666529	
XLOC_009658	-	Pre	Post	6.38	DOWN	130.94	0.00215	
CGI_10003000	.	Pre	Post	6.37	DOWN	27.76	0.00215	
